vuelo_id,fecha,airline_iata,airline_name,origen_iata,destino_iata,flight_status,retraso_salida_min,retraso_llegada_min,tiene_retraso,severidad_retraso,condicion_clima,grupo_clima,impacto_clima,condiciones_adversas,dia_semana,mes,anio
VL5039,2026-04-11,AA,American Airlines,EZE,BOG,completado,45,31,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5040,2026-04-11,UA,United Airlines,MDE,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5041,2026-04-11,B6,JetBlue Airways,BOG,CTG,demorado,63,55,True,severo,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5042,2026-04-11,TK,Turkish Airlines,BOG,MEX,demorado,49,35,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5043,2026-04-11,TK,Turkish Airlines,MEX,BOG,en_vuelo,31,26,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5044,2026-04-11,IB,Iberia,BOG,GRU,completado,27,32,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5045,2026-04-11,AA,American Airlines,EZE,BOG,completado,35,38,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5046,2026-04-11,DL,Delta Air Lines,BOG,MEX,completado,29,23,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5047,2026-04-11,CM,Copa Airlines,PTY,BOG,demorado,54,48,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5048,2026-04-11,AC,Air Canada,EZE,BOG,demorado,77,76,True,severo,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5049,2026-04-11,B6,JetBlue Airways,LIM,BOG,en_vuelo,35,27,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5050,2026-04-11,DL,Delta Air Lines,BOG,CLO,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5051,2026-04-11,DL,Delta Air Lines,BOG,MIA,demorado,57,46,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5052,2026-04-11,AC,Air Canada,BOG,CLO,completado,16,16,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5053,2026-04-11,B6,JetBlue Airways,BOG,CLO,demorado,74,79,True,severo,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5054,2026-04-11,B6,JetBlue Airways,EZE,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5055,2026-04-11,UA,United Airlines,BOG,CLO,completado,29,30,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5056,2026-04-11,CM,Copa Airlines,MDE,PTY,en_vuelo,2,2,False,menor,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5057,2026-04-11,AV,Avianca,MIA,BOG,completado,34,39,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5058,2026-04-11,UA,United Airlines,PTY,BOG,demorado,53,37,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5059,2026-04-11,AA,American Airlines,MEX,BOG,demorado,78,82,True,severo,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5060,2026-04-11,AC,Air Canada,MAD,BOG,demorado,93,70,True,severo,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5061,2026-04-11,CM,Copa Airlines,BOG,CTG,demorado,52,54,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5062,2026-04-11,AA,American Airlines,MDE,PTY,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5063,2026-04-11,AV,Avianca,CLO,BOG,demorado,67,43,True,severo,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5064,2026-04-11,DL,Delta Air Lines,BOG,MEX,completado,45,36,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5065,2026-04-11,DL,Delta Air Lines,BOG,CTG,demorado,69,67,True,severo,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5066,2026-04-11,AV,Avianca,SCL,BOG,demorado,75,71,True,severo,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5067,2026-04-11,DL,Delta Air Lines,BOG,GRU,demorado,46,28,True,moderado,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5068,2026-04-11,AA,American Airlines,SCL,BOG,demorado,86,69,True,severo,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5069,2026-04-11,IB,Iberia,MAD,BOG,demorado,87,65,True,severo,Tormenta eléctrica,tormenta,alto,True,Saturday,4,2026
VL5070,2026-04-12,AA,American Airlines,BOG,GRU,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5071,2026-04-12,AV,Avianca,BOG,CTG,completado,31,26,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5072,2026-04-12,DL,Delta Air Lines,EZE,BOG,completado,14,13,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5073,2026-04-12,CM,Copa Airlines,BOG,JFK,en_vuelo,29,23,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5074,2026-04-12,AV,Avianca,BOG,CLO,completado,12,7,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5075,2026-04-12,UA,United Airlines,MDE,BOG,completado,21,19,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5076,2026-04-12,DL,Delta Air Lines,MIA,BOG,completado,38,43,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5077,2026-04-12,UA,United Airlines,MDE,PTY,completado,12,8,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5078,2026-04-12,UA,United Airlines,GRU,BOG,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5079,2026-04-12,LA,Latam Airlines,LIM,BOG,completado,19,14,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5080,2026-04-12,UA,United Airlines,BOG,MIA,completado,9,7,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5081,2026-04-12,LA,Latam Airlines,PTY,BOG,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5082,2026-04-12,UA,United Airlines,MDE,MIA,completado,40,34,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5083,2026-04-12,CM,Copa Airlines,BOG,LIM,en_vuelo,36,22,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5084,2026-04-12,AC,Air Canada,BOG,CLO,completado,45,41,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5085,2026-04-12,AC,Air Canada,BOG,GRU,completado,20,12,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5086,2026-04-12,LA,Latam Airlines,MDE,BOG,completado,9,8,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5087,2026-04-12,AC,Air Canada,PTY,BOG,completado,24,27,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5088,2026-04-12,AC,Air Canada,BOG,MIA,en_vuelo,3,3,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5089,2026-04-12,DL,Delta Air Lines,EZE,BOG,completado,22,23,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5090,2026-04-12,B6,JetBlue Airways,BOG,CLO,en_vuelo,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5091,2026-04-12,AC,Air Canada,JFK,BOG,en_vuelo,2,2,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5092,2026-04-12,IB,Iberia,CTG,BOG,completado,21,23,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5093,2026-04-12,B6,JetBlue Airways,BOG,JFK,completado,23,22,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5094,2026-04-12,AC,Air Canada,EZE,BOG,cancelado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5095,2026-04-12,TK,Turkish Airlines,BOG,CLO,cancelado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5096,2026-04-12,IB,Iberia,BOG,MDE,completado,32,22,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5097,2026-04-12,AC,Air Canada,BOG,MEX,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5098,2026-04-12,AV,Avianca,BAQ,BOG,completado,9,11,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5099,2026-04-12,B6,JetBlue Airways,MDE,MIA,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5100,2026-04-12,AA,American Airlines,CLO,BOG,cancelado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5101,2026-04-12,AC,Air Canada,MDE,PTY,en_vuelo,23,24,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5102,2026-04-12,IB,Iberia,MDE,BOG,completado,28,22,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5103,2026-04-12,B6,JetBlue Airways,CUN,BOG,completado,7,6,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5104,2026-04-12,LA,Latam Airlines,CTG,MDE,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5105,2026-04-12,CM,Copa Airlines,MDE,MIA,completado,4,5,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5106,2026-04-12,AA,American Airlines,BOG,GRU,en_vuelo,18,13,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5107,2026-04-12,TK,Turkish Airlines,MAD,BOG,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5108,2026-04-12,LA,Latam Airlines,MDE,MIA,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5109,2026-04-12,CM,Copa Airlines,MDE,MIA,completado,30,23,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5110,2026-04-12,UA,United Airlines,BOG,MEX,demorado,64,66,True,severo,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5111,2026-04-12,B6,JetBlue Airways,BAQ,BOG,completado,35,33,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5112,2026-04-12,AA,American Airlines,CTG,MDE,cancelado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5113,2026-04-12,DL,Delta Air Lines,BOG,GRU,cancelado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5114,2026-04-12,AV,Avianca,LIM,BOG,completado,4,3,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5115,2026-04-12,TK,Turkish Airlines,MAD,BOG,completado,38,29,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5116,2026-04-12,AC,Air Canada,MDE,BOG,completado,17,15,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5117,2026-04-12,LA,Latam Airlines,CTG,MDE,completado,26,21,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5118,2026-04-12,UA,United Airlines,MIA,BOG,completado,20,12,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5119,2026-04-12,AV,Avianca,MDE,MIA,completado,12,11,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5120,2026-04-12,LA,Latam Airlines,BOG,CTG,en_vuelo,1,1,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5121,2026-04-12,IB,Iberia,GRU,BOG,completado,4,4,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5122,2026-04-12,UA,United Airlines,BOG,MAD,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5123,2026-04-12,CM,Copa Airlines,CTG,BOG,completado,26,20,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5124,2026-04-12,AV,Avianca,LIM,BOG,completado,21,17,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5125,2026-04-12,IB,Iberia,CUN,BOG,completado,10,11,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5126,2026-04-12,CM,Copa Airlines,BOG,CTG,completado,23,17,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5127,2026-04-12,LA,Latam Airlines,BOG,GRU,completado,45,33,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5128,2026-04-12,AA,American Airlines,BOG,MAD,demorado,48,30,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5129,2026-04-12,AC,Air Canada,MIA,BOG,en_vuelo,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5130,2026-04-12,AA,American Airlines,JFK,BOG,completado,24,18,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5131,2026-04-12,IB,Iberia,LIM,BOG,completado,25,17,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5132,2026-04-12,B6,JetBlue Airways,BOG,CLO,completado,30,30,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5133,2026-04-12,TK,Turkish Airlines,CLO,BOG,en_vuelo,5,5,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5134,2026-04-12,AV,Avianca,BOG,GRU,completado,6,4,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5135,2026-04-12,IB,Iberia,MIA,BOG,completado,13,8,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5136,2026-04-12,AA,American Airlines,BOG,CTG,completado,32,32,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5137,2026-04-12,IB,Iberia,MDE,MIA,en_vuelo,33,31,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5138,2026-04-12,AC,Air Canada,CLO,MIA,cancelado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5139,2026-04-12,AA,American Airlines,BOG,MDE,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5140,2026-04-12,UA,United Airlines,CTG,BOG,completado,5,5,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5141,2026-04-12,AV,Avianca,CLO,MIA,completado,5,3,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5142,2026-04-12,TK,Turkish Airlines,BOG,LIM,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5143,2026-04-12,AA,American Airlines,BOG,GRU,completado,3,3,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5144,2026-04-12,B6,JetBlue Airways,BOG,MEX,cancelado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5145,2026-04-12,AC,Air Canada,BOG,MIA,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5146,2026-04-12,LA,Latam Airlines,MAD,BOG,completado,36,42,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5147,2026-04-12,AV,Avianca,BOG,MAD,completado,6,6,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5148,2026-04-12,AC,Air Canada,CUN,BOG,en_vuelo,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5149,2026-04-12,TK,Turkish Airlines,BOG,MEX,completado,42,35,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5150,2026-04-12,AC,Air Canada,EZE,BOG,en_vuelo,3,2,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5151,2026-04-12,AV,Avianca,MIA,BOG,cancelado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5152,2026-04-12,AV,Avianca,CLO,MIA,completado,30,27,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5153,2026-04-12,TK,Turkish Airlines,MDE,BOG,completado,17,13,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5154,2026-04-12,AV,Avianca,CLO,MIA,completado,40,35,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5155,2026-04-12,AV,Avianca,BOG,JFK,completado,28,17,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5156,2026-04-12,DL,Delta Air Lines,BOG,MAD,completado,33,32,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5157,2026-04-12,AA,American Airlines,JFK,BOG,completado,7,5,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5158,2026-04-12,UA,United Airlines,MDE,MIA,completado,34,30,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5159,2026-04-12,AA,American Airlines,MDE,MIA,demorado,51,31,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5160,2026-04-12,AV,Avianca,BOG,MEX,completado,24,20,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5161,2026-04-12,AC,Air Canada,MAD,BOG,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5162,2026-04-12,AA,American Airlines,BOG,MDE,completado,34,27,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5163,2026-04-12,DL,Delta Air Lines,CTG,MDE,completado,34,35,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5164,2026-04-12,IB,Iberia,MEX,BOG,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5165,2026-04-12,TK,Turkish Airlines,JFK,BOG,completado,20,19,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5166,2026-04-12,LA,Latam Airlines,BOG,GRU,completado,11,12,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5167,2026-04-12,AV,Avianca,CLO,BOG,completado,8,7,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5168,2026-04-12,AA,American Airlines,MEX,BOG,completado,4,4,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5169,2026-04-12,AC,Air Canada,MAD,BOG,completado,20,19,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5170,2026-04-12,DL,Delta Air Lines,MDE,PTY,en_vuelo,14,14,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5171,2026-04-12,DL,Delta Air Lines,JFK,BOG,demorado,49,48,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5172,2026-04-12,AV,Avianca,GRU,BOG,completado,17,17,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5173,2026-04-12,LA,Latam Airlines,SCL,BOG,completado,10,8,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5174,2026-04-12,CM,Copa Airlines,MDE,MIA,cancelado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5175,2026-04-12,CM,Copa Airlines,MDE,PTY,completado,12,7,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5176,2026-04-12,LA,Latam Airlines,JFK,BOG,demorado,49,42,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5177,2026-04-12,B6,JetBlue Airways,CLO,MIA,completado,15,11,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5178,2026-04-12,B6,JetBlue Airways,MIA,BOG,cancelado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5179,2026-04-12,IB,Iberia,CTG,MDE,completado,9,10,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5180,2026-04-12,AC,Air Canada,MEX,BOG,completado,39,46,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5181,2026-04-12,AC,Air Canada,CTG,BOG,en_vuelo,11,11,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5182,2026-04-12,DL,Delta Air Lines,CTG,MDE,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5183,2026-04-12,AC,Air Canada,GRU,BOG,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5184,2026-04-12,B6,JetBlue Airways,BOG,CLO,en_vuelo,45,42,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5185,2026-04-12,AA,American Airlines,EZE,BOG,completado,23,24,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5186,2026-04-12,TK,Turkish Airlines,MDE,PTY,cancelado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5187,2026-04-12,AA,American Airlines,CLO,BOG,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5188,2026-04-12,AC,Air Canada,CTG,MDE,completado,23,15,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5189,2026-04-12,AV,Avianca,MEX,BOG,en_vuelo,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5190,2026-04-12,B6,JetBlue Airways,SCL,BOG,completado,13,14,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5191,2026-04-12,AC,Air Canada,CUN,BOG,completado,26,17,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5192,2026-04-12,TK,Turkish Airlines,LIM,BOG,completado,19,21,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5193,2026-04-12,CM,Copa Airlines,PTY,BOG,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5194,2026-04-12,AA,American Airlines,CUN,BOG,en_vuelo,10,10,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5195,2026-04-12,LA,Latam Airlines,BOG,MAD,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5196,2026-04-12,AV,Avianca,PTY,BOG,completado,40,35,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5197,2026-04-12,UA,United Airlines,PTY,BOG,cancelado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5198,2026-04-12,AC,Air Canada,MAD,BOG,cancelado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5199,2026-04-12,UA,United Airlines,LIM,BOG,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5200,2026-04-12,AC,Air Canada,BOG,GRU,completado,21,22,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5201,2026-04-12,AA,American Airlines,BOG,CLO,completado,12,11,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5202,2026-04-12,CM,Copa Airlines,PTY,BOG,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5203,2026-04-12,TK,Turkish Airlines,CUN,BOG,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5204,2026-04-12,B6,JetBlue Airways,MDE,BOG,demorado,58,63,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5205,2026-04-12,TK,Turkish Airlines,BOG,LIM,completado,36,23,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5206,2026-04-12,AC,Air Canada,CLO,MIA,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5207,2026-04-12,AC,Air Canada,BOG,MDE,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5208,2026-04-12,CM,Copa Airlines,BOG,BAQ,en_vuelo,12,10,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5209,2026-04-12,IB,Iberia,MAD,BOG,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5210,2026-04-12,IB,Iberia,BOG,CLO,en_vuelo,21,23,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5211,2026-04-12,TK,Turkish Airlines,JFK,BOG,demorado,54,49,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5212,2026-04-12,TK,Turkish Airlines,BOG,GRU,demorado,47,36,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5213,2026-04-12,CM,Copa Airlines,BOG,MIA,completado,11,7,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5214,2026-04-12,IB,Iberia,BOG,MEX,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5215,2026-04-12,B6,JetBlue Airways,MAD,BOG,completado,18,20,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5216,2026-04-12,CM,Copa Airlines,PTY,BOG,cancelado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5217,2026-04-12,UA,United Airlines,BOG,MAD,completado,13,9,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5218,2026-04-12,DL,Delta Air Lines,MAD,BOG,cancelado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5219,2026-04-12,AC,Air Canada,BOG,MIA,en_vuelo,34,23,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5220,2026-04-12,IB,Iberia,BOG,GRU,completado,19,19,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5221,2026-04-12,AA,American Airlines,CLO,MIA,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5222,2026-04-12,B6,JetBlue Airways,BOG,CLO,completado,0,0,False,sin_retraso,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5223,2026-04-12,LA,Latam Airlines,CLO,BOG,completado,14,15,False,menor,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
VL5224,2026-04-12,TK,Turkish Airlines,SCL,BOG,completado,30,18,True,moderado,Parcialmente nublado,nublado,bajo,False,Sunday,4,2026
