incidente_id,fecha,motivo,prioridad,airline_iata,airline_name,agente_id,is_resolved,estado,minutos_retraso_asociado,satisfaccion_cliente,tiempo_resolucion_horas,mes,anio
CAS-101901,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_006,True,resuelto,172,4.2,5.7,4,2026
CAS-101902,2026-04-08,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_011,True,resuelto,73,3.5,4.2,4,2026
CAS-101903,2026-04-08,Equipaje,media,CM,Copa Airlines,USR_012,True,resuelto,0,4.0,3.6,4,2026
CAS-101904,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_012,True,resuelto,99,4.7,4.9,4,2026
CAS-101905,2026-04-08,Cancelación,alta,IB,Iberia,USR_013,True,resuelto,0,4.5,2.0,4,2026
CAS-101906,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_012,True,resuelto,209,3.2,1.2,4,2026
CAS-101907,2026-04-08,Retraso de Vuelo,alta,AA,American Airlines,USR_005,True,resuelto,76,4.7,2.0,4,2026
CAS-101908,2026-04-08,Cancelación,alta,LA,Latam Airlines,USR_005,True,resuelto,0,4.1,3.5,4,2026
CAS-101909,2026-04-08,Check-in,baja,UA,United Airlines,USR_015,True,resuelto,0,4.6,1.1,4,2026
CAS-101910,2026-04-08,Cancelación,alta,CM,Copa Airlines,USR_004,True,resuelto,0,4.7,1.5,4,2026
CAS-101911,2026-04-08,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_010,True,resuelto,6,3.7,5.1,4,2026
CAS-101912,2026-04-08,Cancelación,alta,AA,American Airlines,USR_007,True,resuelto,0,3.8,0.8,4,2026
CAS-101913,2026-04-08,Cancelación,alta,TK,Turkish Airlines,USR_004,True,resuelto,0,3.7,1.8,4,2026
CAS-101914,2026-04-08,Cancelación,alta,IB,Iberia,USR_004,True,resuelto,0,3.8,7.5,4,2026
CAS-101915,2026-04-08,Reembolso,media,AC,Air Canada,USR_008,True,resuelto,0,3.1,1.2,4,2026
CAS-101916,2026-04-08,Equipaje,media,IB,Iberia,USR_005,True,resuelto,0,4.4,1.2,4,2026
CAS-101917,2026-04-08,Cancelación,alta,UA,United Airlines,USR_009,True,resuelto,0,4.9,4.6,4,2026
CAS-101918,2026-04-08,Cancelación,alta,CM,Copa Airlines,USR_011,True,resuelto,0,4.1,7.4,4,2026
CAS-101919,2026-04-08,Cancelación,alta,AA,American Airlines,USR_014,True,resuelto,0,4.1,4.6,4,2026
CAS-101920,2026-04-08,Cancelación,alta,UA,United Airlines,USR_015,True,resuelto,0,3.9,4.0,4,2026
CAS-101921,2026-04-08,Retraso de Vuelo,alta,LA,Latam Airlines,USR_010,True,resuelto,166,4.4,5.0,4,2026
CAS-101922,2026-04-08,Cancelación,alta,AA,American Airlines,USR_013,True,resuelto,0,3.9,7.6,4,2026
CAS-101923,2026-04-08,Retraso de Vuelo,alta,LA,Latam Airlines,USR_009,True,resuelto,148,4.7,5.6,4,2026
CAS-101924,2026-04-08,Check-in,baja,LA,Latam Airlines,USR_009,False,pendiente,0,1.7,,4,2026
CAS-101925,2026-04-08,Cambio de Itinerario,media,TK,Turkish Airlines,USR_007,True,resuelto,0,4.7,5.9,4,2026
CAS-101926,2026-04-08,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_001,True,resuelto,91,5.0,6.9,4,2026
CAS-101927,2026-04-08,Retraso de Vuelo,alta,AV,Avianca,USR_015,True,resuelto,231,4.1,5.7,4,2026
CAS-101928,2026-04-08,Problema de Pago,baja,AC,Air Canada,USR_011,False,pendiente,0,3.1,,4,2026
CAS-101929,2026-04-08,Retraso de Vuelo,alta,AA,American Airlines,USR_002,True,resuelto,176,3.1,7.8,4,2026
CAS-101930,2026-04-08,Cancelación,alta,UA,United Airlines,USR_009,True,resuelto,0,4.7,0.8,4,2026
CAS-101931,2026-04-08,Cancelación,alta,B6,JetBlue Airways,USR_008,True,resuelto,0,3.9,4.7,4,2026
CAS-101932,2026-04-08,Equipaje,media,IB,Iberia,USR_007,True,resuelto,0,3.4,3.2,4,2026
CAS-101933,2026-04-08,Equipaje,media,AC,Air Canada,USR_010,True,resuelto,0,4.1,1.3,4,2026
CAS-101934,2026-04-08,Problema de Pago,baja,AV,Avianca,USR_014,True,resuelto,0,3.4,7.1,4,2026
CAS-101935,2026-04-08,Cambio de Itinerario,media,AA,American Airlines,USR_001,True,resuelto,0,4.4,0.6,4,2026
CAS-101936,2026-04-08,Reembolso,media,AC,Air Canada,USR_010,True,resuelto,0,4.3,5.8,4,2026
CAS-101937,2026-04-08,Reembolso,media,AA,American Airlines,USR_013,True,resuelto,0,3.9,4.7,4,2026
CAS-101938,2026-04-08,Cancelación,alta,TK,Turkish Airlines,USR_003,True,resuelto,0,4.2,3.6,4,2026
CAS-101939,2026-04-08,Check-in,baja,AC,Air Canada,USR_012,True,resuelto,0,4.2,0.7,4,2026
CAS-101940,2026-04-08,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_015,True,resuelto,237,3.1,4.9,4,2026
CAS-101941,2026-04-08,Problema de Pago,baja,TK,Turkish Airlines,USR_013,True,resuelto,0,4.2,6.5,4,2026
CAS-101942,2026-04-08,Cambio de Itinerario,media,CM,Copa Airlines,USR_007,False,pendiente,0,1.5,,4,2026
CAS-101943,2026-04-08,Cambio de Itinerario,media,AV,Avianca,USR_011,True,resuelto,0,4.7,4.1,4,2026
CAS-101944,2026-04-08,Retraso de Vuelo,alta,LA,Latam Airlines,USR_005,True,resuelto,108,3.0,7.2,4,2026
CAS-101945,2026-04-08,Check-in,baja,B6,JetBlue Airways,USR_002,False,pendiente,0,2.4,,4,2026
CAS-101946,2026-04-08,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_002,False,pendiente,25,1.8,,4,2026
CAS-101947,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_003,False,pendiente,78,3.1,,4,2026
CAS-101948,2026-04-08,Cancelación,alta,CM,Copa Airlines,USR_004,True,resuelto,0,3.2,0.9,4,2026
CAS-101949,2026-04-08,Cancelación,alta,AA,American Airlines,USR_009,True,resuelto,0,4.5,2.2,4,2026
CAS-101950,2026-04-08,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_002,True,resuelto,146,5.0,4.1,4,2026
CAS-101951,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_011,True,resuelto,103,3.3,3.7,4,2026
CAS-101952,2026-04-08,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_009,True,resuelto,160,4.8,7.0,4,2026
CAS-101953,2026-04-08,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_004,True,resuelto,101,3.7,7.0,4,2026
CAS-101954,2026-04-08,Retraso de Vuelo,alta,LA,Latam Airlines,USR_002,True,resuelto,226,4.0,4.9,4,2026
CAS-101955,2026-04-08,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_015,True,resuelto,213,4.8,5.8,4,2026
CAS-101956,2026-04-08,Equipaje,media,LA,Latam Airlines,USR_011,False,pendiente,0,3.0,,4,2026
CAS-101957,2026-04-08,Cancelación,alta,AC,Air Canada,USR_008,True,resuelto,0,4.8,5.0,4,2026
CAS-101958,2026-04-08,Retraso de Vuelo,alta,CM,Copa Airlines,USR_010,True,resuelto,10,3.6,5.9,4,2026
CAS-101959,2026-04-08,Cancelación,alta,AV,Avianca,USR_011,True,resuelto,0,3.9,2.7,4,2026
CAS-101960,2026-04-08,Retraso de Vuelo,alta,CM,Copa Airlines,USR_005,True,resuelto,222,4.9,0.9,4,2026
CAS-101961,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_010,False,pendiente,232,3.0,,4,2026
CAS-101962,2026-04-08,Retraso de Vuelo,alta,LA,Latam Airlines,USR_014,False,pendiente,78,2.9,,4,2026
CAS-101963,2026-04-08,Equipaje,media,AC,Air Canada,USR_013,False,pendiente,0,1.8,,4,2026
CAS-101964,2026-04-08,Cancelación,alta,AA,American Airlines,USR_001,True,resuelto,0,3.6,3.3,4,2026
CAS-101965,2026-04-08,Check-in,baja,B6,JetBlue Airways,USR_004,True,resuelto,0,4.2,3.0,4,2026
CAS-101966,2026-04-08,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_006,True,resuelto,38,4.1,5.6,4,2026
CAS-101967,2026-04-08,Equipaje,media,AC,Air Canada,USR_001,True,resuelto,0,3.5,2.4,4,2026
CAS-101968,2026-04-08,Equipaje,media,TK,Turkish Airlines,USR_011,True,resuelto,0,4.6,7.3,4,2026
CAS-101969,2026-04-08,Reembolso,media,UA,United Airlines,USR_006,True,resuelto,0,4.3,1.2,4,2026
CAS-101970,2026-04-08,Cambio de Itinerario,media,UA,United Airlines,USR_015,True,resuelto,0,4.9,4.5,4,2026
CAS-101971,2026-04-08,Reembolso,media,IB,Iberia,USR_015,True,resuelto,0,3.6,6.0,4,2026
CAS-101972,2026-04-08,Equipaje,media,AA,American Airlines,USR_002,True,resuelto,0,3.3,0.8,4,2026
CAS-101973,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_015,True,resuelto,132,3.3,4.2,4,2026
CAS-101974,2026-04-08,Reembolso,media,TK,Turkish Airlines,USR_003,True,resuelto,0,4.5,0.7,4,2026
CAS-101975,2026-04-08,Reembolso,media,B6,JetBlue Airways,USR_015,True,resuelto,0,4.8,6.1,4,2026
CAS-101976,2026-04-08,Equipaje,media,IB,Iberia,USR_012,True,resuelto,0,3.4,1.0,4,2026
CAS-101977,2026-04-08,Retraso de Vuelo,alta,AA,American Airlines,USR_005,False,pendiente,6,1.8,,4,2026
CAS-101978,2026-04-08,Equipaje,media,B6,JetBlue Airways,USR_013,True,resuelto,0,4.1,5.3,4,2026
CAS-101979,2026-04-08,Check-in,baja,UA,United Airlines,USR_007,False,pendiente,0,2.7,,4,2026
CAS-101980,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_001,False,pendiente,122,3.5,,4,2026
CAS-101981,2026-04-08,Cancelación,alta,IB,Iberia,USR_011,True,resuelto,0,4.9,7.3,4,2026
CAS-101982,2026-04-08,Cambio de Itinerario,media,AV,Avianca,USR_013,False,pendiente,0,1.8,,4,2026
CAS-101983,2026-04-08,Cambio de Itinerario,media,LA,Latam Airlines,USR_007,True,resuelto,0,4.0,2.0,4,2026
CAS-101984,2026-04-08,Cancelación,alta,LA,Latam Airlines,USR_009,True,resuelto,0,4.7,6.9,4,2026
CAS-101985,2026-04-08,Cancelación,alta,AV,Avianca,USR_014,True,resuelto,0,3.5,3.7,4,2026
CAS-101986,2026-04-08,Cancelación,alta,TK,Turkish Airlines,USR_004,True,resuelto,0,3.8,6.3,4,2026
CAS-101987,2026-04-08,Problema de Pago,baja,CM,Copa Airlines,USR_006,True,resuelto,0,4.6,1.7,4,2026
CAS-101988,2026-04-08,Equipaje,media,TK,Turkish Airlines,USR_010,True,resuelto,0,4.1,1.1,4,2026
CAS-101989,2026-04-08,Check-in,baja,TK,Turkish Airlines,USR_004,False,pendiente,0,2.0,,4,2026
CAS-101990,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_003,True,resuelto,109,4.1,7.5,4,2026
CAS-101991,2026-04-08,Equipaje,media,AV,Avianca,USR_009,True,resuelto,0,4.9,2.7,4,2026
CAS-101992,2026-04-08,Retraso de Vuelo,alta,UA,United Airlines,USR_011,True,resuelto,72,4.6,1.9,4,2026
CAS-101993,2026-04-08,Cancelación,alta,AA,American Airlines,USR_011,True,resuelto,0,3.4,2.6,4,2026
CAS-101994,2026-04-08,Check-in,baja,AV,Avianca,USR_006,True,resuelto,0,4.1,5.0,4,2026
CAS-101995,2026-04-08,Cancelación,alta,AC,Air Canada,USR_001,True,resuelto,0,4.3,3.7,4,2026
CAS-101996,2026-04-08,Cancelación,alta,LA,Latam Airlines,USR_004,True,resuelto,0,4.7,6.0,4,2026
CAS-101997,2026-04-08,Reembolso,media,B6,JetBlue Airways,USR_004,True,resuelto,0,3.0,4.0,4,2026
CAS-101998,2026-04-08,Retraso de Vuelo,alta,AA,American Airlines,USR_015,False,pendiente,62,3.0,,4,2026
CAS-101999,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_008,False,pendiente,51,2.3,,4,2026
CAS-102000,2026-04-08,Cambio de Itinerario,media,B6,JetBlue Airways,USR_014,True,resuelto,0,3.9,6.4,4,2026
CAS-102001,2026-04-08,Cancelación,alta,AV,Avianca,USR_014,True,resuelto,0,4.1,7.8,4,2026
CAS-102002,2026-04-08,Check-in,baja,AC,Air Canada,USR_010,True,resuelto,0,4.7,3.2,4,2026
CAS-102003,2026-04-08,Retraso de Vuelo,alta,AV,Avianca,USR_001,True,resuelto,186,3.2,2.8,4,2026
CAS-102004,2026-04-08,Retraso de Vuelo,alta,AA,American Airlines,USR_002,True,resuelto,46,3.9,0.9,4,2026
CAS-102005,2026-04-08,Retraso de Vuelo,alta,AV,Avianca,USR_014,True,resuelto,86,4.8,0.9,4,2026
CAS-102006,2026-04-08,Reembolso,media,TK,Turkish Airlines,USR_004,True,resuelto,0,3.4,2.2,4,2026
CAS-102007,2026-04-08,Reembolso,media,B6,JetBlue Airways,USR_012,True,resuelto,0,4.6,3.5,4,2026
CAS-102008,2026-04-08,Equipaje,media,AC,Air Canada,USR_001,True,resuelto,0,3.3,3.9,4,2026
CAS-102009,2026-04-08,Problema de Pago,baja,IB,Iberia,USR_006,True,resuelto,0,3.7,4.4,4,2026
CAS-102010,2026-04-08,Retraso de Vuelo,alta,AC,Air Canada,USR_014,True,resuelto,171,4.0,2.2,4,2026
CAS-102011,2026-04-08,Cancelación,alta,IB,Iberia,USR_001,True,resuelto,0,3.0,5.8,4,2026
CAS-102012,2026-04-08,Retraso de Vuelo,alta,LA,Latam Airlines,USR_010,False,pendiente,213,2.1,,4,2026
CAS-102013,2026-04-08,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_011,True,resuelto,112,3.8,4.9,4,2026
CAS-102014,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_001,True,resuelto,178,4.4,1.2,4,2026
CAS-102015,2026-04-08,Retraso de Vuelo,alta,LA,Latam Airlines,USR_012,False,pendiente,40,2.7,,4,2026
CAS-102016,2026-04-08,Equipaje,media,LA,Latam Airlines,USR_008,True,resuelto,0,3.3,7.7,4,2026
CAS-102017,2026-04-08,Equipaje,media,B6,JetBlue Airways,USR_007,False,pendiente,0,3.1,,4,2026
CAS-102018,2026-04-08,Cancelación,alta,AV,Avianca,USR_008,True,resuelto,0,4.5,3.8,4,2026
CAS-102019,2026-04-08,Cambio de Itinerario,media,DL,Delta Air Lines,USR_010,True,resuelto,0,3.3,3.3,4,2026
CAS-102020,2026-04-08,Retraso de Vuelo,alta,LA,Latam Airlines,USR_001,True,resuelto,144,3.5,2.1,4,2026
CAS-102021,2026-04-08,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_009,True,resuelto,128,4.7,0.6,4,2026
CAS-102022,2026-04-08,Retraso de Vuelo,alta,AC,Air Canada,USR_014,True,resuelto,227,4.1,4.3,4,2026
CAS-102023,2026-04-08,Problema de Pago,baja,AC,Air Canada,USR_011,True,resuelto,0,3.3,3.9,4,2026
CAS-102024,2026-04-08,Reembolso,media,UA,United Airlines,USR_001,True,resuelto,0,4.0,1.6,4,2026
CAS-102025,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_010,False,pendiente,108,3.2,,4,2026
CAS-102026,2026-04-08,Cambio de Itinerario,media,AV,Avianca,USR_011,True,resuelto,0,3.0,1.5,4,2026
CAS-102027,2026-04-08,Cambio de Itinerario,media,AC,Air Canada,USR_009,True,resuelto,0,4.7,7.5,4,2026
CAS-102028,2026-04-08,Equipaje,media,LA,Latam Airlines,USR_005,True,resuelto,0,3.7,6.2,4,2026
CAS-102029,2026-04-08,Retraso de Vuelo,alta,AA,American Airlines,USR_015,True,resuelto,189,3.9,7.0,4,2026
CAS-102030,2026-04-08,Cambio de Itinerario,media,AC,Air Canada,USR_009,True,resuelto,0,4.2,7.6,4,2026
CAS-102031,2026-04-08,Equipaje,media,TK,Turkish Airlines,USR_011,True,resuelto,0,4.8,4.0,4,2026
CAS-102032,2026-04-08,Retraso de Vuelo,alta,AV,Avianca,USR_009,False,pendiente,181,2.4,,4,2026
CAS-102033,2026-04-08,Check-in,baja,B6,JetBlue Airways,USR_008,True,resuelto,0,4.1,2.9,4,2026
CAS-102034,2026-04-08,Reembolso,media,IB,Iberia,USR_014,True,resuelto,0,3.7,2.4,4,2026
CAS-102035,2026-04-08,Equipaje,media,LA,Latam Airlines,USR_015,True,resuelto,0,5.0,2.3,4,2026
CAS-102036,2026-04-08,Equipaje,media,TK,Turkish Airlines,USR_014,True,resuelto,0,3.4,7.7,4,2026
CAS-102037,2026-04-08,Retraso de Vuelo,alta,LA,Latam Airlines,USR_015,False,pendiente,27,1.7,,4,2026
CAS-102038,2026-04-08,Problema de Pago,baja,B6,JetBlue Airways,USR_009,False,pendiente,0,3.5,,4,2026
CAS-102039,2026-04-08,Retraso de Vuelo,alta,DL,Delta Air Lines,USR_015,True,resuelto,77,4.3,5.2,4,2026
CAS-102040,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_002,True,resuelto,219,4.6,4.6,4,2026
CAS-102041,2026-04-08,Check-in,baja,B6,JetBlue Airways,USR_005,True,resuelto,0,3.7,0.9,4,2026
CAS-102042,2026-04-08,Equipaje,media,TK,Turkish Airlines,USR_007,True,resuelto,0,3.4,6.7,4,2026
CAS-102043,2026-04-08,Cambio de Itinerario,media,AC,Air Canada,USR_003,False,pendiente,0,1.9,,4,2026
CAS-102044,2026-04-08,Cancelación,alta,CM,Copa Airlines,USR_001,True,resuelto,0,3.7,6.9,4,2026
CAS-102045,2026-04-08,Cambio de Itinerario,media,AV,Avianca,USR_011,True,resuelto,0,4.2,5.4,4,2026
CAS-102046,2026-04-08,Cancelación,alta,AV,Avianca,USR_015,True,resuelto,0,4.4,4.9,4,2026
CAS-102047,2026-04-08,Reembolso,media,TK,Turkish Airlines,USR_006,True,resuelto,0,3.1,2.2,4,2026
CAS-102048,2026-04-08,Cancelación,alta,CM,Copa Airlines,USR_003,True,resuelto,0,3.5,4.0,4,2026
CAS-102049,2026-04-08,Cancelación,alta,UA,United Airlines,USR_008,True,resuelto,0,4.3,8.0,4,2026
CAS-102050,2026-04-08,Equipaje,media,UA,United Airlines,USR_002,True,resuelto,0,4.5,7.3,4,2026
CAS-102051,2026-04-08,Cancelación,alta,AC,Air Canada,USR_012,False,pendiente,0,2.9,,4,2026
CAS-102052,2026-04-08,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_011,True,resuelto,148,3.7,7.7,4,2026
CAS-102053,2026-04-08,Cancelación,alta,TK,Turkish Airlines,USR_003,True,resuelto,0,3.2,4.6,4,2026
CAS-102054,2026-04-08,Cancelación,alta,AA,American Airlines,USR_006,True,resuelto,0,4.6,7.6,4,2026
CAS-102055,2026-04-08,Cancelación,alta,TK,Turkish Airlines,USR_010,True,resuelto,0,4.5,6.1,4,2026
CAS-102056,2026-04-08,Retraso de Vuelo,alta,AV,Avianca,USR_001,True,resuelto,174,3.6,5.3,4,2026
CAS-102057,2026-04-08,Retraso de Vuelo,alta,CM,Copa Airlines,USR_007,True,resuelto,36,3.4,1.1,4,2026
CAS-102058,2026-04-08,Cambio de Itinerario,media,AC,Air Canada,USR_006,True,resuelto,0,4.9,3.1,4,2026
CAS-102059,2026-04-08,Retraso de Vuelo,alta,CM,Copa Airlines,USR_008,True,resuelto,94,3.2,6.8,4,2026
CAS-102060,2026-04-08,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_002,True,resuelto,84,3.3,5.5,4,2026
CAS-102061,2026-04-08,Equipaje,media,DL,Delta Air Lines,USR_011,True,resuelto,0,3.7,5.4,4,2026
CAS-102062,2026-04-08,Retraso de Vuelo,alta,AA,American Airlines,USR_003,True,resuelto,163,4.0,1.9,4,2026
CAS-102063,2026-04-08,Equipaje,media,IB,Iberia,USR_005,False,pendiente,0,3.4,,4,2026
CAS-102064,2026-04-08,Reembolso,media,DL,Delta Air Lines,USR_010,True,resuelto,0,4.6,5.8,4,2026
CAS-102065,2026-04-08,Problema de Pago,baja,AC,Air Canada,USR_003,True,resuelto,0,4.4,3.0,4,2026
CAS-102066,2026-04-08,Equipaje,media,TK,Turkish Airlines,USR_010,False,pendiente,0,1.9,,4,2026
CAS-102067,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_004,False,pendiente,110,2.8,,4,2026
CAS-102068,2026-04-08,Cambio de Itinerario,media,AC,Air Canada,USR_014,False,pendiente,0,2.4,,4,2026
CAS-102069,2026-04-08,Cancelación,alta,IB,Iberia,USR_009,False,pendiente,0,2.8,,4,2026
CAS-102070,2026-04-08,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_012,False,pendiente,52,2.4,,4,2026
CAS-102071,2026-04-08,Equipaje,media,DL,Delta Air Lines,USR_007,True,resuelto,0,4.9,5.6,4,2026
CAS-102072,2026-04-08,Check-in,baja,CM,Copa Airlines,USR_013,True,resuelto,0,4.8,4.0,4,2026
CAS-102073,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_007,True,resuelto,175,3.8,2.2,4,2026
CAS-102074,2026-04-08,Cancelación,alta,CM,Copa Airlines,USR_011,True,resuelto,0,4.5,2.8,4,2026
CAS-102075,2026-04-08,Cancelación,alta,AC,Air Canada,USR_002,True,resuelto,0,4.5,6.1,4,2026
CAS-102076,2026-04-08,Cambio de Itinerario,media,CM,Copa Airlines,USR_015,True,resuelto,0,3.9,5.8,4,2026
CAS-102077,2026-04-08,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_005,True,resuelto,138,4.7,5.9,4,2026
CAS-102078,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_014,True,resuelto,22,4.3,7.7,4,2026
CAS-102079,2026-04-08,Cambio de Itinerario,media,LA,Latam Airlines,USR_004,True,resuelto,0,4.6,6.2,4,2026
CAS-102080,2026-04-08,Equipaje,media,UA,United Airlines,USR_014,True,resuelto,0,3.2,2.6,4,2026
CAS-102081,2026-04-08,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_002,True,resuelto,21,3.8,2.4,4,2026
CAS-102082,2026-04-08,Cancelación,alta,AA,American Airlines,USR_012,True,resuelto,0,3.4,1.7,4,2026
CAS-102083,2026-04-08,Equipaje,media,B6,JetBlue Airways,USR_012,True,resuelto,0,4.8,6.0,4,2026
CAS-102084,2026-04-08,Cambio de Itinerario,media,AV,Avianca,USR_001,True,resuelto,0,4.2,7.3,4,2026
CAS-102085,2026-04-08,Retraso de Vuelo,alta,AC,Air Canada,USR_005,False,pendiente,174,2.4,,4,2026
CAS-102086,2026-04-08,Retraso de Vuelo,alta,AV,Avianca,USR_009,True,resuelto,42,3.9,5.4,4,2026
CAS-102087,2026-04-08,Retraso de Vuelo,alta,AA,American Airlines,USR_010,True,resuelto,131,3.0,5.9,4,2026
CAS-102088,2026-04-08,Retraso de Vuelo,alta,IB,Iberia,USR_003,True,resuelto,64,4.1,5.7,4,2026
CAS-102089,2026-04-08,Cancelación,alta,IB,Iberia,USR_011,True,resuelto,0,3.1,3.3,4,2026
CAS-102090,2026-04-08,Check-in,baja,DL,Delta Air Lines,USR_014,True,resuelto,0,3.0,4.7,4,2026
CAS-102091,2026-04-08,Problema de Pago,baja,B6,JetBlue Airways,USR_003,False,pendiente,0,2.8,,4,2026
CAS-102092,2026-04-08,Reembolso,media,DL,Delta Air Lines,USR_002,False,pendiente,0,1.8,,4,2026
CAS-102093,2026-04-08,Problema de Pago,baja,AV,Avianca,USR_008,True,resuelto,0,3.2,5.0,4,2026
CAS-102094,2026-04-08,Cancelación,alta,B6,JetBlue Airways,USR_008,True,resuelto,0,3.3,1.6,4,2026
CAS-102095,2026-04-08,Retraso de Vuelo,alta,AV,Avianca,USR_012,True,resuelto,125,4.6,5.4,4,2026
CAS-102096,2026-04-08,Cancelación,alta,TK,Turkish Airlines,USR_004,True,resuelto,0,4.4,6.3,4,2026
CAS-102097,2026-04-08,Cancelación,alta,B6,JetBlue Airways,USR_003,True,resuelto,0,4.4,3.7,4,2026
CAS-102098,2026-04-08,Retraso de Vuelo,alta,CM,Copa Airlines,USR_007,True,resuelto,209,4.9,6.8,4,2026
CAS-102099,2026-04-08,Check-in,baja,DL,Delta Air Lines,USR_004,True,resuelto,0,4.8,0.5,4,2026
CAS-102100,2026-04-08,Reembolso,media,CM,Copa Airlines,USR_010,True,resuelto,0,3.9,2.8,4,2026
CAS-102101,2026-04-08,Equipaje,media,CM,Copa Airlines,USR_006,True,resuelto,0,3.7,1.9,4,2026
CAS-102102,2026-04-08,Retraso de Vuelo,alta,UA,United Airlines,USR_009,True,resuelto,121,4.1,2.8,4,2026
CAS-102103,2026-04-08,Equipaje,media,AV,Avianca,USR_009,True,resuelto,0,4.9,7.1,4,2026
CAS-102104,2026-04-08,Retraso de Vuelo,alta,AA,American Airlines,USR_003,False,pendiente,170,2.0,,4,2026
CAS-102105,2026-04-08,Reembolso,media,AV,Avianca,USR_004,True,resuelto,0,4.6,5.8,4,2026
CAS-102106,2026-04-08,Cambio de Itinerario,media,AC,Air Canada,USR_008,False,pendiente,0,2.2,,4,2026
CAS-102107,2026-04-08,Check-in,baja,B6,JetBlue Airways,USR_010,True,resuelto,0,4.8,6.3,4,2026
CAS-102108,2026-04-08,Cancelación,alta,IB,Iberia,USR_007,False,pendiente,0,2.0,,4,2026
CAS-102109,2026-04-08,Reembolso,media,TK,Turkish Airlines,USR_002,True,resuelto,0,3.7,5.4,4,2026
CAS-102110,2026-04-08,Reembolso,media,TK,Turkish Airlines,USR_003,True,resuelto,0,4.7,7.6,4,2026
CAS-102111,2026-04-08,Retraso de Vuelo,alta,UA,United Airlines,USR_008,False,pendiente,102,2.7,,4,2026
CAS-102112,2026-04-08,Cancelación,alta,DL,Delta Air Lines,USR_015,True,resuelto,0,4.2,5.7,4,2026
CAS-102113,2026-04-08,Equipaje,media,AC,Air Canada,USR_008,True,resuelto,0,3.1,3.8,4,2026
CAS-102114,2026-04-08,Equipaje,media,TK,Turkish Airlines,USR_002,True,resuelto,0,4.7,2.5,4,2026
CAS-102115,2026-04-08,Cancelación,alta,AC,Air Canada,USR_006,True,resuelto,0,4.8,7.9,4,2026
CAS-102116,2026-04-08,Retraso de Vuelo,alta,CM,Copa Airlines,USR_005,False,pendiente,130,2.7,,4,2026
CAS-102117,2026-04-08,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_007,True,resuelto,83,3.4,1.9,4,2026
CAS-102118,2026-04-08,Cancelación,alta,AA,American Airlines,USR_007,True,resuelto,0,4.7,6.3,4,2026
CAS-102119,2026-04-08,Retraso de Vuelo,alta,AC,Air Canada,USR_002,True,resuelto,6,3.9,5.3,4,2026
CAS-102120,2026-04-08,Retraso de Vuelo,alta,UA,United Airlines,USR_011,True,resuelto,214,4.5,1.0,4,2026
CAS-102121,2026-04-08,Problema de Pago,baja,DL,Delta Air Lines,USR_014,True,resuelto,0,3.8,1.1,4,2026
CAS-102122,2026-04-08,Cancelación,alta,IB,Iberia,USR_012,True,resuelto,0,3.1,4.3,4,2026
CAS-102123,2026-04-08,Cancelación,alta,UA,United Airlines,USR_013,True,resuelto,0,4.4,4.8,4,2026
CAS-102124,2026-04-08,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_010,True,resuelto,153,4.7,2.3,4,2026
CAS-102125,2026-04-08,Reembolso,media,UA,United Airlines,USR_001,False,pendiente,0,2.6,,4,2026
CAS-102126,2026-04-08,Retraso de Vuelo,alta,DL,Delta Air Lines,USR_008,True,resuelto,193,3.7,1.5,4,2026
CAS-102127,2026-04-08,Cancelación,alta,AC,Air Canada,USR_011,False,pendiente,0,1.8,,4,2026
